title,label
africanamericans likely arrested police sentenced longer prison terms thing whites,1
ben affleck lindsay shookus friendship flirtation began still married jennifer garner,0
emma gonzalez bullied school shooter isnt sorry retweets message blaming white boys entitlement cause school shootings,0
mto exclusive meet rosie odonnells niece shes blowing instagram cause shes built like blac chyna shes natural,0
obama administration increased deportation illegal immigrants convicted crimes 70 percent,1
daniel daylewis retires acting fans shouldnt consider great tragedy entertainment news firstpost,0
ellen degeneres portia de rossi exchange loving anniversary tributes celebration nine years marriage,0
despite donald trump claims werent 15000 people turned phoenix see trump speak,1
every time people newport tent work city town whole different set permits get order pitch tent,1
says 6th hard dollars raised cash hand governors john kasich chris christie combined,1
says cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge,1
mccain sought political support minister john hagee believes hurricane katrina gods punishment gay rights called catholic church antichrist false cult,1
created 800000 new jobs cut unemployment rate almost half today new york state private sector jobs ever history,1
cravaack passes amendment improve us aviation security opposition obamas planned disarming federal flight deck officers,1
caitlyn jenner 68 sophia hutchins 21 getting married reportedly making secret wedding plans,0
reports suggest miley cyrus liam hemsworth called wedding apparently disagreement kids,0
says rep john katko promised wouldnt vote defund planned parenthood since hes office hes done four times,1
beyoncs rep shuts claim momtobe lip injections pregnant saddest individuals,0
says pentagon never passed financial audit fact pentagon exempt federal law requires federal agencies complete annual audits,1
michael thurmond authored major legislation provided 250 million tax relief georgias senior citizens working families,1
seventyfive percent young adults country mentally physically fit serve,1
happens people like warren buffett says himselfpay 15 percent millions dollars earn wealth income secretary paying higher rate work income right,1
reform every insured american gets valuable consumer protections every uninsured american become insured,1
comprehensive investigation voter impersonation finds 31 credible incidents one billion ballots cast,1
congressman ryan secured grand total 116838763 date mahoning valley additional 27095000 pending fy2010 spending bills,1
2008 332 percent voted early last sunday election day africanamerican 236 percent hispanic,1
granite staters hold individual policies anthemcan indeed renew policies keep current doctors hospitals 2014,1
says unemployment insurance trust fund broke billion dollars debt federal government,1
selena gomezs complicated relationship mom reportedly goes beyond justin bieber drama,0
taylor swift supposedly set fivestar restaurants homes romantic dinners bf joe alwyn,0
glimpse relationship meghan markle kate middleton prince harry prince william british royal wedding,0
gwen stefani still smitten blake shelton never tried change exclusive,0
weeknd reportedly wants baby girl selena gomez tbh child would gorgeous,0
khloe kardashian forced tristan follow strict pregnancy diet cookies ice cream binge,0
spend health care country ranked 47th life expectancy 43rd child mortality,1
russian source behind trump dossier killed russian plane crash rosatom cfo also dead conspiracy,0
criminals learned spy americans hacking home computers looking video camera attached screen,1
fast facts blake shelton gwen stefani first baby source claims plus hottest celeb news,0
says bipartisan support including 53 sheriffs throughout state democrats republicans,1
rare retirement grade determination conducted officer previously retired us armed forces,1
april 22 restored rights 18000 individuals past seven governors combined fouryear terms,1
obama administration notified poland czech republic cancellation major missiledefense facilities last minute midnight phone calls,1
president barack obama said isis isil contained responding specifically geographic expansion isil iraq syria,1
fact new jersey donor state get 61 cents back every dollar send washington interestingly kentucky gets 151 every dollar send washington,1
tommy thompson father welfare reform creating groundbreaking wisconsin works program wisconsin became model national international reforms,1
since 1968 americans died gunfire died wars countrys history,1
gwen stefani still smitten blake shelton never tried change exclusive,0
wisconsin one several states change early ballot think youve made mistake,1
kim kardashian tells sister kourtney nobody wants around shes exciting look,0
says wall street hedge fund managers pay lower tax rate sheet metal worker parma school teacher cleveland,1
princess charlotte recite great ancestors quote unknowingly advanced ageknow truths married biography,0
wayne powell stated position objection taking god trust us currency,1
chelsea handler parties jennifer garner getting dumped jennifer aniston ben affleck worried,0
someone room measles leaves walk two hours later could get measles person,1
princess dianas grave empty secretly buried st marys church beside father althorp park location cover,0
count united states airstrikes isis 75 percent combat missions return base without fired weapon,1
following 2009 session texas house speaker joe straus acknowledged thanked tireless efforts planned parenthood nations premier abortion provider,1
dakota johnson chris martin run errands malibu rumors surface coldplay fans fifty shades star,0
george allen voted add 3 trillion federal debt voted raise debt ceiling four times voted child left behind act senator,1
fulton county successfully reduced number pregnancies among 15 19yearolds women fultoncountygovernment none 0 0 0 0 0 press releaase 2873json halftrue says texas house record number new members joining ranks electionsstates joestraus texas house speaker texas republican 0 0 2 1 0 email 4230json false says democrats cut 35 million state budget information technology improvements statebudget chrischristie governor new jersey new jersey republican 10 17 27 19 8 news conference 3554json false austins pease elementary school created part texas constitution education meriacarstarphen superintendent austin independent school district texas none 0 1 0 0 0 radio interview 314json false pretty proud guy stage ever job private sector,1
wisconsins attorney general state treasurer ordered daughter earth day founder gaylord nelson discuss climate change state time,1
associated press called charlie crists attacks top context true,1
jennifer aniston brad pitt 2018 romcom reunion engagement justin therouxs angelina jolies former spouses,0
oddest thing doesnt want america massachusetts mandate health care massachusetts hillarycare doesnt want america,1
degrading treatment punishment text international covenant civil political rights text geneva convention relative treatment prisoners war text geneva convention relative protection civilian persons time war text universal declaration human rights jay bybee assistant attorney general,1
mom 3 suffered morning sickness princess kate shares survival tips miserable,0
katy perrys waiting robert pattinson let friend zone date,0
president barack obamas jobs bill sue unemployed dont get job think werent hired unemployed,1
rhode island parole board never received objection attorney general parole convicted murder alfred brissette,1
fifteen years ago assets six largest banks country totaled 17 percent gdp assets six largest banks united states today total 63 percent gdp,1
rent uhaul move company costs twice much go san francisco austin way around cant find enough trucks flee golden state,1
singer dolly parton trump one year already better 16 years bush obama put together stupid liberals everything impeach standing trump forever,0
5 awkward details blake shelton gwen stefanis relationship including shes said marrying,0
says russ feingold broke 1992 promise always get majority funding wisconsin residents,1
last year spent 40 billion highways lord knows need thats spent amtrak entire 40year history,1
president united states came tuesday election ward went 99 last election couldnt even increase vote,1
hitler didnt want unions stalin didnt want unions mubarak didnt want independent unions autocrats history dont want independent unions,1
people actually broken transcripts oral arguments antonin scalia told jokes got laughs justices,1
people apprehended illegally crossing usmexico border week born texas week,1
obama voted support president bush 40 50 percent time past two years,1
2008 tourism brought 38 billion dollars supported 300000 jobs state new jersey,1
rhode islands voter identification law pushed black democrat house black democrat senate thats fact,1
says dan patrick called immigration texas invasion said immigrants coming texas bring thirdworld diseases,1
katie holmes spend 20000 fix teeth star confirms signed oceans eight cast,0
overcrowding problem matter fact rhode island one lowest incarceration rates country,1
ben affleck divorce reportedly pushed jennifer garner join church scientology team denies,0
lets pay attention kids going college ends 60 percent kids get trained jobs know auto mechanic jobs paying 50000 60000 cant get filled airline mechanic jobs paying lot money cant get filled remarks afscme forum 6192007 economy hillaryclinton presidential candidate new york democrat 40 29 69 76 7 8193json false every year no1 pick law enforcement agencies within texas candidatesbiographycrimecriminaljustice daviddewhurst lieutenant governor texas republican 8 8 10 5 5 telephone call allen texas police department 9929json halftrue us state department ordered 160000 hazmat suits ebola prompting concerns federal government anticipating rapid spread virus ebolaforeignpolicypublichealthscience blogposting none 7 19 3 5 44 post infowarscom 4403json halftrue republicans fought protect tax loopholes corporations send jobs overseas corporationsjobstaxestradeworkers serviceemployeesinternationalunioncommitteepo washington dc newsmaker 1 1 2 0 0 political mailing 10062json false told would never case ebola united states ebolahealthcaremilitarypublichealthpublicsafety johnmccain us senator arizona republican 31 39 31 37 8 comments cnns state union,1
florida legislature raised taxes fees almost 2 billion 2009 session economytaxes charliejustice democrat 0 0 1 0 1 news release 7129json true people working clean green energy oil gas country economyenergyenvironmentjobslabortechnology sheldonwhitehouse us senator rhode island democrat 2 3 2 7 0 newspaper column 5907json mostlytrue florida 1200 golf courses think 58 million rounds played year florida weve got 44 percent travel golf country 5 million people come golf sports rickscott governor florida republican 28 23 38 34 7 tv interview 13060json pantsfire says hillary clinton undercover nurse sept 11 memorial ceremony new york candidatesbiography blogposting none 7 19 3 5 44 posts 12443json mostlytrue 50 percent students milwaukee public high schools go twoor fouryear college education vickimartin president milwaukee area technical college wisconsin educationofficial 0 0 0 1 0 presentation panel discussion 10745json true fastestgrowing part pentagons budget health care expenses healthcaremilitary evanbayh former governor senator indiana democrat 0 0 0 0 0 interview concord nh 10667json mostlytrue inflationadjusted defense spending declined 21 percent since 2010 even discount drawdowns iraq afghanistan still declined dangerous 12 percent federalbudgetmilitary marcorubio us senator florida republican 33 24 32 35 5 senate floor speech 5995json mostlytrue according atf data 70 percent firearms recovered traced drug cartel crimes mexico originated united states crimeguns jimmoran u congressman virginia democrat 2 1 1 6 1 floor speech 3152json mostlytrue two worst counties medicaid fraud country state dade broward county crimehealthcare ronsaunders state legislator florida democrat 0 0 0 1 0 meeting reporters 6210json true fireworks never safer use continues increase year economyfinancialregulationpatriotismmarketregulation billweimer vice president phantom fireworks ohio none 0 0 0 0 0 newspaper column 13410json mostlytrue says donald trump ron johnson oppose womans right choose johnson voted violence women act abortioncrimecriminaljusticewomen russfeingold wisconsin democrat 2 4 7 5 1 radio ad 5958json halftrue says 40 percent recent county bonds precinct one northeast travis county quick identify projects help make east side desirable place live countybudgettransportation rondavis travis county commissioner texas democrat 0 0 1 0 0 campaign flier 3590json false medicare passed virtually republican support healthcarehistorymedicare peterdefazio us representative oregon democrat 1 1 1 2 0 house floor speech 3866json false says wisconsin state senate president michael elllis rneenah broke senate rules debate photo id bill voters electionsstates fredrisser state senator district 26 wisconsin democrat 0 1 0 0 0 debate senate floor 1379json pantsfire sen hutchison abandoned republicans stood democrats ensure health care legislation would pass quickly healthcare rickperry governor texas republican 30 30 42 23 18 press release 8736json barelytrue warmer mars parts united states canada polar vortex spaceweather tweets none 2 3 1 2 3 posts twitter 5817json barelytrue says department homeland security ordered enough rounds 40 caliber ammunition kill every man woman child united states possibly combat massive civil unrest invasion foreign power homelandsecuritymilitary chainemail none 11 43 8 5 105 chain email forwarded reader 4625json pantsfire president romney got call president mormon church choice obey obedience family country religion fredkarger republican presidential candidate california republican 0 0 0 0 1 interview guardian 4060json barelytrue gov rick perrys leadership texas created jobs last decade rest states combined economyjobs bobmcdonnell governor virginia republican 6 5 7 6 3 oped 2499json halftrue says scott bruun supports cutting department commerce eliminating noaa economy kurtschrader us representative oregon democrat 0 1 3 0 0 radio interview 7821json barelytrue says 25 percent texas high school students graduate prepared college careers education billhammond ceo president texas association business chambers commerce texas republican 1 0 0 1 0 austin americanstatesman news story 1932json pantsfire blue cross new 90million providence headquarters outfitted 25 million decor,1
khlo kardashian wants marry tristan thompson amid reports spending quality time cleveland,0
11 years ago today kanye west car accident changed lifeheres entire story,0
says jon corzine first time think history former senator subpoenaed testify former colleagues,1
local version amendment 4 taxpayers st pete beach pay hundreds thousands legal bills,1
kate middletons first appearance royal baby 3 compares george charlottes debuts,0
60 percent jobs lost 2008 recession livingwage jobs jobs weve gotten back 40 percent livingwage,1
theres even evidence caitlyn jenner dating 21yearold model like get girl,0
governor tuition skyrocketing stopped capped froze college tuition,1
inside snapchat bloodbath 60 minutes terror left 17 dead bodies classrooms kids full blood,0
social security passed kinds lawsuits legal battle new health care law,1
2011 average annual compensation teacher milwaukee public schools system exceed 100000,1
national economic recovery led higher expected tax revenues projected budget surpluses nearly every state nation including wisconsin,1
austin largest city us texas geographic representation city council,1
trumps alleged knew signed comment widow worth caution fits clear pattern,0
obama skips condemning leftwing attacks gen petraeus despite casting important votes earlier later day,1
katie holmes splits jamie foxx calls wedding months revealing secret fiveyear romance,0
letter honorable john boehner providing estimate hr 6079 repeal obamacare act,1
washing hands covering mouth cough makes huge difference reducing transmission flu,1
familys private investigator evidence seth rich contact wikileaks prior death,0
says donald trump even said first day office would require every school america let people carry guns classrooms,1
tens billions dollars taxpayerfunded bailouts flowed straight aig coffers foreign corporations foreign banks,1
candidate president obama declared everyone deserves access reproductive health care includes abortion vowed right would heart health care reform plan elected president,1
scott disick writing kardashian tellall expose kims strained marriage kanye west kourtney secrets,0
completely made brad pitt isnt dating 21yearold played teen version angelina jolie movie says source,0
says candidate race clackamas county chair refuse join public employees retirement system,1
kourtney kardashian opens restricting kids screen time kids dont really play ipads,0
taylor swift wants reconcile romance exboyfriend conor kennedy rumored drake romance,0
ninety percent americans want background check system strengthened expanded cover gun sales,1
budget consumer financial protection bureau 1 percent amount banks generate late fees overdraft fees,1
jennifer aniston justin theroux latest rumors friends alum pay leftovers actor millions silence,0
trump management charged discriminating africanamericans breaking federal law,1
town hall meeting health care abc didnt even allow ads opposed presidents health care plan aired,1
says 1985 election former gov tom kean largest winning margin gubernatorial candidate jersey history,1
since famous day february governor campaigned barack obama behalf stimulus program 211000 floridians lost jobs,1
ive spent 20 years devoted working behalf families tough time seeking american dream,1
meghan markle prince harry wedding meghan markle nervous wreck royal wedding rumours claim,0
unemployment rate folks whove never gone college almost double,1
spaceshuttle program terminated russia china nations capability launch humans space,1
estimated savings debt ceiling deal pay half cost extending bushera tax cuts another decade,1
voting wrong precinct led 14000 registered voters statewide lose vote 2008,1
says lubbock terror suspects alleged plan use baby dolls conceal chemical explosives similar 1995 plot blow 12 jumbo jets pacific ocean,1
kim kardashian slams liar caitlyn jenner comments late father robert good person,0
dating affair kristen stewart stella still happening despite rumors split married biography,0
majority drunk driving deaths injuries caused drunk driving offenders prior convictions,1
says iowa senate candidate joni ernst promises shut department education abolish epa,1
austin independent school districts graduation rate reached alltime high 825 percent 2012,1
donald trumps tax plan top 01 percent taxpayers people earning multiple millions dollars year average would get tax relief bottom 60 percent taxpayers combined,1
last 6 years 420 elections state senator state representative three incumbents defeated,1
state law says state appraises piece property pay certain amount appraisal,1
many top officials port authority earn money governors states jurisdiction,1
new intimate details tristan thompsons affair prove worse khlo kardashian knows exclusive,0
pippa middleton denies meghan markle wedding invite fears prince harrys girlfriend steal spotlight,0
since 2008 us crude oil output increased 80 percent increase 4 million barrels day fastest increase us history,1
many dont know bill young minority leader florida senatebecause republican senator,1
koch network spending money senate race ohio anywhere else country,1
nra president jim porter falsely accused saying matter time colored people,0
kim kardashian worried sick kanye wests feud jayz cause relapse,0
according wikipedia five countries entire planet unequal united states distribution wealth,1
federal government spending 25 percent entire economy versus 100 years ago spent 2 percent,1
taylor swift joe alwyn didnt join billboard awards happier,0
gwen stefani still smitten blake shelton never tried change exclusive,0
says warren buffett publicly said secretary paying higher tax rate,1
ive cast couple 991 votes lone dissenter candidatesbiography fredthompson actor tennessee republican 1 4 3 3 0 speech sioux city iowa 4603json false says hes never asked inflationary budget increases 10 budgets milwaukee county sheriff countybudgetcriminaljustice davidclarkejr milwaukee county sheriff wisconsin democrat 3 5 2 1 0 radio interview 10644json barelytrue new york mayor bill de blasio homicides 20 percent subway delays soared 45 percent crimetransportation greggutfeld republican 1 0 0 0 0 commentary fox news 300json mostlytrue delivered tax relief republicans combined,1
matt lauer made least 100 million got fired bought horse farm waterfront estate coop bernie madoffs old building,0
legislation senator mccain supports would provide authority federal government surveille american citizens country without suspicion whatsoever theyre engaging discussions terrorists criminal activity,1
says theres language us constitution prevents someone running congress simultaneously multiple states,1
ive got 94 percent career voting record congress bill nelson 92 percent voting record,1
ellen degeneres portia de rossi exchange loving anniversary tributes celebration nine years marriage,0
move kris jenner kim kardashian takes kylie khloe kourtney kendalls manager mom sick kardashians,0
crimea became part ukraine 1954 crimea historically part russia nikita khrushchev gave ukraine gesture mystified people,1
cuyahoga county 56 percent weekend voters 2008 african american adult african americans comprise 28 percent county population,1
trumps top scientist pick scientists dumb regular people think dinosaurs existed earth getting warmer,0
republican party presidential election without either bush nixon ticket since 1928,1
gallup poll asked presidential candidate characteristics get question would vote socialist even less popular voting atheists,1
2012 national survey drug use health found half daily marijuana smokers become addicted estimated 27 million people us,1
top 1 percent income earners paid 367 percent taxes top 50 percent pay 977 percent,1
charlie heaton natalia dyer break stranger things couple reportedly split season 3,0
bombshell comey knew murdered dnc staffer seth rich wikileaks source covered hillary,0
north korea substantial standing army one largest certainly largest per capita world,1
jennifer garner 44 tries hard act unperturbed asked shes pregnant estranged husband ben affleck,0
moammar gadhafi set visit united nations one would let stay new york trump allowed gadhafi set elaborate tent westchester county new york estate,1
fiscal year 2011 email interview todd harrison center strategic budgetary assessments,1
says ohio one 17 states estate tax lowest threshold nation,1
gwen stefani blake shelton may skip engagement elope says source marriage inevitable,0
taylor swift tom hiddleston obvious chemistry flirty met ball danceoff calvin harris split,0
brangelina untold story brad pitt angelina jolie ian halperin 9780981239668 amazoncom books,0
harvey weinstein could face even charges investigations looking sexual assault allegations,0
trump long warm relationship oprah helped springboard presidential ambitions,0
says legislature mary nolan partyline democrat showing 100 track record harmony american civil liberties union,1
wild bill hickok first duel town square family legend distant cousin mine,1
ungrateful btch kim kardashian war kylie jenner stolen style threatening sue,0
texas police department bought ad telling drug dealers take competition streets free,1
kylie jenner wont let motherhood stop sexy poses sultry pics white swimsuit,0
justin bieber selena gomez talking marriage talking marriage starting family despite report,0
first state budget came republican leadership slashed funding planned parenthoodit resulted reduction hours elimination days elimination access women city state,1
donald trump praises colonel sanders service civil war manny schewitz 2 days ago wire speaking intern dave robicheaux paid facebook likes trump insisted col h,0
dark secrets behind jennifer aniston justin therouxs divorce rumored relationship selena gomez messed,0
gun violence far leading cause death young african american men outstripping next nine causes death combined,1
compromise tax agreement 997 american families pay 1 nickel estate tax,1
5 awkward details blake shelton gwen stefanis relationship including shes said marrying,0
florida democrats put social security number wifes employment identification number mail piece,1
according centers disease control prevention cdc 120 americans average die drug overdose every day overall drug overdose deaths outnumber deaths firearms,1
donald trump inauguration artists wont perform ceremony include elton john celine dion john legend,0
rumor billie lourd play goldie hawn movie also rumored kate hudson play part find married biography,0
time turns 3 years old child born lowincome home hears 30 million fewer words child welloff family,1
top25 hedge fund managers making americas kindergarten teachers combined,1
five economic indicators federal government tracks first time since august 2006 positive october,1
1976 first year pell grants fully funded full pell grant paid 72 percent cost attendance typical fouryear public college today full pell grant covers 34 percent costs,1
kim kardashian kanye west divorcing surrogate baby born 1b marriage reportedly,0
six justices us supreme court confirmed presidential election years since 1912,1
says president barack obama utter words radical islamic terrorism matter policy nobody administration say words radical islamic terrorism,1
extra point almost automatic nfl five missed extra points year 1200 odd attempts,1
grateful insurance company executives lobbyists bermuda gave mccain 50000 taxes barackobama president illinois democrat 70 71 160 163 9 television ad 12259json halftrue 90 percent fires arizona humancaused fires dougducey governor arizona republican 0 0 1 0 0 press conference fire season 4753json mostlytrue today 46 percent floridians owe home worth economyhousing rodsmith florida democratic party chairman florida democrat 0 1 1 1 0 speech florida democratic party 2011 convention 4386json mostlytrue says president obama visited el paso pronounced border mexico united states safer ever history immigrationnewhampshire2012 rickperry governor texas republican 30 30 42 23 18 house party new hampshire 4342json false says texas gained 21000 doctors due tort reform healthcarelegalissuesnewhampshire2012 rickperry governor texas republican 30 30 42 23 18 speech politics eggs bedford nh 11645json pantsfire technically ted cruz even american electionslegalissues alangrayson us house representatives florida democrat 6 5 4 11 1 interview alan colmes show fox news 13118json true private sector jobs history buffalo exist buffalo today economyjobs andrewcuomo governor new york democrat 1 0 0 1 0 speech buffalo 1692json barelytrue rubios got experience obama,1
nearly 6 10 believe money wealth evenly distributed among larger percentage people us,1
president united states agrees marriage man woman gaysandlesbians misscaliforniausa miss usa runnerup california none 0 0 0 0 0 news conference 4226json halftrue debt ceiling deal result lowest level annual domestic spending since dwight eisenhower president deficitfederalbudgethistory barackobama president illinois democrat 70 71 160 163 9 remarks white house 1363json false climatic research unit emails show science behind climate change pretty well debunked climatechangeenvironment jamesinhofe us senator oklahoma republican 0 1 0 1 0 cnns situation room 5782json mostlytrue president obamas suggested reduction spending next year 0 federalbudget mittromney former governor massachusetts republican 34 32 58 33 19 graphic posted website 4231json barelytrue rick perry ended fullday prek 100000 texas children educationstatebudget progresstexas texas none 3 0 1 0 2 statement twitter 7570json true says pps employees paid pers contributions many years educationpensionsunionsworkers portlandpublicschools school district oregon none 0 0 1 1 0 letter portlanders 10267json mostlytrue every president since eisenhower taken executive action address immigration issues historyimmigration timkaine us senator virginia democrat 8 3 15 15 0 news release 2654json false says alex sinks plans governor include 125 billion new spending educationgovernmentefficiencystatebudgettransportation rickscott governor florida republican 28 23 38 34 7 leadership floridaflorida press association debate 3397json pantsfire child born prematurely according president words killed abortion ricksantorum pennsylvania republican 12 16 13 7 5 speech iowa faith freedom coalition 8934json true seventy percent uninsured live households least one person working familieshealthcareworkers terrymcauliffe governor virginia democrat 12 6 2 2 3 speech 2104json false recent data showed nevada ranks 50th money received stimulus bill federalbudgetmessagemachinestimulus americancrossroads republican 5 5 4 0 0 campaign commercial 1346json mostlytrue want talk firsts bush first time american history president took us war cut taxes afghanistanforeignpolicyiraqmilitarytaxes paulkrugman new york times columnist none 0 2 3 4 0 abcs week george stephanopoulos 5241json pantsfire nearly half persons 30 go work today economyjobs mitchdaniels governor indiana republican 0 3 0 0 1 republican response state union address 11644json barelytrue ted cruz tried ban contraception five times abortionhealthcare hillaryclinton presidential candidate new york democrat 40 29 69 76 7 post campaign website 9496json halftrue dont single stock bond savings accounts campaignfinanceethicsincometransparency joebiden us senator delaware democrat 11 10 21 16 4 white house summit working families 2037json mostlytrue forty percent undocumented workers country entered us legally overstayed visa immigrationlegalissuesabcnewsweek luisgutierrez us house representatives illinois democrat 0 0 2 3 0 interview abcs week 11334json true half rural hospitals operate red virginia operate loss healthcare marymannix president ceo augusta health virginia businessleader 0 0 0 0 0 news conference 11078json barelytrue obama keeps talking getting rid nuclear weapons hes already significantly reduced capabilities nuclear dickcheney republican 5 4 2 2 1 appearance hannity,1
cate blanchett calls parity transparency red carpet protest gender inequity cannes,0
shaquille oneal says trump possibly best president president times ever afraid,0
tax soda juice drinks would disproportionately increase taxes lowincome families philadelphia,1
kendall jenner envious kims modeling gigs thinks sis stealing limelight radar reports,0
gwen stefani admits vegas residency end musical journey settling blake,0
17 intelligence agencies civilian military concluded espionage attacks cyberattacks come highest levels kremlin designed influence election,1
cindy crawford says daughter kaia gerber loves kendall jenner talks 14yearolds modeling future watch,0
average homeowner spends 2000 year energy costs either real estate taxes homeowners insurance,1
says job gains mcmansion state since mr christie took office lagged gains nation whole new york connecticut obvious points comparison,1
still tens thousands missing service members previous current conflicts nation working find repatriate,1
used policy republican party get rid department education finally get charge chance something double size department education,1
2011 people murdered knives hands feet clubs hammers type rifle,1
take account people struggling work stopped looking real unemployment rate 15 percent,1
obama promised cut deficit half end first term hasnt even come close,1
governor announced jobs budget 99 folks department taxation let go next day,1
robert pattinson nearly fired twilight current love life stealing kid,0
angelina jolie ordered allow brad pitt spend time children risk losing primary custody,0
look love katie holmes jamie foxx pack pda rare public appearance pregrammys gala,0
forty percent country going states tolerant gay marriage least civil unions,1
u201cthirtyfour percent hispanics donu2019t health care donu2019t health insuranceu201d,1
rhode island today 25 percent households either dont bank account bank account theyre still relying highcost financial services like payday loans pawn shop check cashing,1
says taxpayer subsidy oregon convention center hotel jumped 100 million closeddoor sessions,1
fiftyone percent majority american households paid income tax 2009 zero zip nada,1
go look definition act god weve used legal terms long time state,1
says 18 states district columbia voted democratic six consecutive presidential elections,1
called gloria allred accuser admits tampered roy moores yearbook signature video,0
request increase troops sat desks white house presidency george w bush including vice presidents eight months resource request filled president obama march,1
couple retiring today pay 119000 lifetime medicare taxes receive 357000 lifetime medicare benefits 3 bucks benefits every dollar taxes,1
ellen degeneres caught mystery brunette date portia de rossi breakup rumors gain momentum photos,0
katie holmes jamie foxx dating dawsons creek star issued first public statement,0
michelle obama didnt try sneak spot prince harry meghan markles wedding guest list debunked,0
havent control house last two years malfunctioning 109 sessions scheduled held 49,1
federal tax code loopholes giving incentives companies shipping jobs overseas,1
cities counties georgia dont websites elected officials dont email addresses,1
